,name,strikes_taken,percent_strikes_taken,sig_strikes_taken,percent_sig_strikes_taken,times_knocked_down,weight_class,was_kod_tkod
9597,Jason Dent,70,0.4117647058823529,33,0.27,0,Lightweight,False
9598,Randy Couture,44,0.6376811594202898,27,0.52,1,Light Heavyweight,False
9599,Brandon Vera,59,0.6082474226804123,39,0.53,0,Light Heavyweight,False
9600,Terry Etim,17,0.3541666666666667,11,0.26,0,Lightweight,False
9601,Shannon Gugerty,17,0.2982456140350877,17,0.29,0,Lightweight,False
9602,Michael Bisping,27,0.36,11,0.2,1,Middleweight,False
9603,Denis Kang,50,0.45454545454545453,29,0.34,0,Middleweight,True
9604,Nick Osipczak,68,0.6732673267326733,28,0.51,0,Welterweight,False
9605,Matthew Riddle,116,0.6666666666666666,46,0.45,0,Welterweight,True
9606,John Hathaway,11,0.44,5,0.26,0,Welterweight,False
9607,Paul Taylor,239,0.7242424242424242,80,0.54,0,Welterweight,False
9608,Matt Brown,58,0.5979381443298969,19,0.35,0,Welterweight,False
9609,James Wilks,67,0.6907216494845361,45,0.6,1,Welterweight,True
9610,Ross Pearson,19,0.24675324675324675,15,0.2,0,Lightweight,False
9611,Aaron Riley,70,0.5185185185185185,59,0.48,0,Lightweight,True
9612,Dan Hardy,75,0.5357142857142857,38,0.38,0,Welterweight,False
9613,Mike Swick,107,0.6484848484848484,55,0.49,0,Welterweight,False
9614,Alexander Gustafsson,6,0.35294117647058826,6,0.35,0,Light Heavyweight,False
9615,Jared Hamman,6,0.2608695652173913,6,0.26,1,Light Heavyweight,True
9616,Dennis Siver,15,0.1724137931034483,12,0.14,0,Lightweight,False
9617,Paul Kelly,44,0.2573099415204678,38,0.23,2,Lightweight,True
9618,Andre Winner,13,0.2765957446808511,11,0.24,0,Lightweight,False
9619,Rolando Delgado,14,0.5,14,0.5,2,Lightweight,True
9620,Anthony Johnson,0,0.0,0,0.0,0,Welterweight,False
9621,Yoshiyuki Yoshida,10,0.5,10,0.5,1,Welterweight,True
9622,Lyoto Machida,82,0.5540540540540541,80,0.54,0,Light Heavyweight,False
9623,Mauricio Rua,39,0.34513274336283184,35,0.32,0,Light Heavyweight,False
9624,Ryan Bader,45,0.33088235294117646,25,0.21,0,Light Heavyweight,False
9625,Eric Schafer,74,0.3854166666666667,52,0.31,2,Light Heavyweight,False
9626,Joe Stevenson,20,0.39215686274509803,14,0.31,0,Lightweight,False
9627,Spencer Fisher,51,0.6296296296296297,28,0.52,0,Lightweight,True
9628,Chael Sonnen,29,0.18354430379746836,25,0.16,0,Middleweight,False
9629,Yushin Okami,144,0.42729970326409494,91,0.32,0,Middleweight,False
9630,Gleison Tibau,47,0.3821138211382114,24,0.24,0,Lightweight,False
9631,Josh Neer,35,0.25925925925925924,22,0.18,0,Lightweight,False
9632,Pat Barry,29,0.4027777777777778,29,0.4,0,Heavyweight,False
9633,Antoni Hardonk,31,0.4696969696969697,29,0.45,1,Heavyweight,True
9634,Cain Velasquez,3,0.14285714285714285,3,0.14,0,Heavyweight,False
9635,Ben Rothwell,84,0.7058823529411765,62,0.65,0,Heavyweight,True
9636,Stefan Struve,10,0.35714285714285715,8,0.34,0,Heavyweight,False
9637,Chase Gormley,32,0.7804878048780488,12,0.75,0,Heavyweight,False
9638,Jorge Rivera,88,0.7333333333333333,23,0.42,0,Middleweight,False
9639,Rob Kimmons,135,0.6026785714285714,66,0.48,1,Middleweight,True
9640,Kyle Kingsbury,45,0.4838709677419355,31,0.39,0,Light Heavyweight,False
9641,Razak Al-Hassan,76,0.5100671140939598,25,0.25,0,Light Heavyweight,False
9642,Josh Koscheck,1,0.1111111111111111,1,0.11,0,Welterweight,False
9643,Frank Trigg,9,0.5294117647058824,9,0.52,1,Welterweight,True
9644,Junior Dos Santos,24,0.47058823529411764,22,0.44,0,Heavyweight,False
9645,Mirko Filipovic,83,0.48823529411764705,70,0.44,0,Heavyweight,True
9646,Tyson Griffin,12,0.16666666666666666,11,0.15,0,Lightweight,False
9647,Hermes Franca,72,0.4675324675324675,67,0.44,1,Lightweight,True
9648,Vitor Belfort,4,0.21052631578947367,4,0.21,0,Catch Weight,False
9649,Rich Franklin,9,0.4090909090909091,9,0.4,0,Catch Weight,True
9650,Jim Miller,15,0.2542372881355932,6,0.12,0,Lightweight,False
9651,Steve Lopez,40,0.41237113402061853,30,0.34,1,Lightweight,True
9652,Efrain Escudero,6,0.11320754716981132,6,0.11,0,Lightweight,False
9653,Cole Miller,10,0.3125,10,0.31,1,Lightweight,True
9654,Paul Daley,12,0.34285714285714286,12,0.34,0,Welterweight,False
9655,Martin Kampmann,29,0.4461538461538462,27,0.42,0,Welterweight,True
9656,Nik Lentz,91,0.48404255319148937,29,0.26,0,Lightweight,False
9657,Rafaello Oliveira,124,0.6294416243654822,67,0.49,0,Lightweight,False
9658,Tomasz Drwal,17,0.3695652173913043,17,0.36,0,Middleweight,False
9659,Drew McFedries,36,0.45,31,0.42,0,Middleweight,False
9660,Rick Story,16,0.2807017543859649,6,0.12,0,Welterweight,False
9661,Brian Foster,35,0.44871794871794873,18,0.3,0,Welterweight,False
9662,Rafael Dos Anjos,34,0.1878453038674033,27,0.15,0,Lightweight,False
9663,Rob Emerson,85,0.4228855721393035,52,0.31,0,Lightweight,False
9664,Eliot Marshall,64,0.4413793103448276,27,0.25,0,Light Heavyweight,False
9665,Jason Brilz,53,0.375886524822695,29,0.24,0,Light Heavyweight,False
9666,Vladimir Matyushenko,28,0.358974358974359,17,0.26,0,Light Heavyweight,False
9667,Igor Pokrajac,100,0.5988023952095808,44,0.41,0,Light Heavyweight,False
9668,CB Dollaway,61,0.6703296703296703,19,0.43,0,Middleweight,False
9669,Jay Silva,67,0.7204301075268817,32,0.58,0,Middleweight,False
9670,Brian Stann,36,0.23225806451612904,35,0.22,0,Light Heavyweight,False
9671,Steve Cantwell,50,0.2717391304347826,44,0.24,0,Light Heavyweight,False
9672,Jeremy Stephens,11,0.21568627450980393,9,0.18,0,Lightweight,False
9673,Justin Buchholz,30,0.5769230769230769,28,0.56,2,Lightweight,True
9674,Nate Diaz,12,0.27906976744186046,11,0.26,1,Lightweight,False
9675,Melvin Guillard,27,0.34177215189873417,21,0.28,0,Lightweight,False
9676,Nate Quarry,56,0.2962962962962963,40,0.24,1,Middleweight,False
9677,Tim Credeur,124,0.5511111111111111,53,0.4,2,Middleweight,False
9678,Gray Maynard,62,0.3229166666666667,40,0.24,0,Lightweight,False
9679,Roger Huerta,43,0.43,23,0.29,0,Lightweight,False
9680,Carlos Condit,55,0.5913978494623656,28,0.47,2,Welterweight,False
9681,Jake Ellenberger,168,0.7567567567567568,27,0.38,0,Welterweight,False
9682,Mike Pyle,27,0.421875,19,0.34,0,Welterweight,False
9683,Chris Wilson,94,0.7121212121212122,12,0.29,0,Welterweight,False
9684,Ryan Jensen,14,0.5384615384615384,7,0.36,0,Middleweight,False
9685,Steve Steinbeiss,22,0.7333333333333333,9,0.52,0,Middleweight,False
9686,Mike Pierce,37,0.6065573770491803,11,0.33,0,Welterweight,False
9687,Brock Larson,122,0.8026315789473685,27,0.5,0,Welterweight,False
9688,Thiago Silva,4,0.2222222222222222,3,0.17,0,Light Heavyweight,False
9689,Keith Jardine,6,0.6666666666666666,5,0.62,1,Light Heavyweight,True
9690,Brandon Vera,55,0.38461538461538464,41,0.32,0,Light Heavyweight,False
9691,Krzysztof Soszynski,73,0.5,62,0.46,0,Light Heavyweight,False
9692,Gabriel Gonzaga,0,0.0,0,0.0,0,Heavyweight,False
9693,Chris Tuchscherer,34,0.8292682926829268,22,0.81,1,Heavyweight,True
9694,Antonio Rodrigo Nogueira,65,0.5158730158730159,42,0.4,0,Heavyweight,False
9695,Randy Couture,133,0.6186046511627907,27,0.28,2,Heavyweight,False
9696,Aaron Simpson,14,0.358974358974359,7,0.21,0,Middleweight,False
9697,Ed Herman,39,0.5909090909090909,25,0.5,1,Middleweight,True
9698,Mike Russow,35,0.42168674698795183,11,0.18,0,Heavyweight,False
9699,Justin McCully,87,0.7837837837837838,21,0.58,0,Heavyweight,False
9700,Jake Rosholt,77,0.6875,14,0.32,0,Middleweight,False
9701,Chris Leben,38,0.6333333333333333,21,0.5,0,Middleweight,False
9702,Nate Marquardt,0,0.0,0,0.0,0,Middleweight,False
9703,Demian Maia,1,1.0,1,1.0,1,Middleweight,True
9704,Evan Dunham,57,0.42857142857142855,27,0.26,0,Lightweight,False
9705,Marcus Aurelio,70,0.4,58,0.36,1,Lightweight,False
9706,Todd Duffee,0,0.0,0,0.0,0,Heavyweight,False
9707,Tim Hague,5,0.8333333333333334,4,0.8,1,Heavyweight,True
9708,Mark Munoz,55,0.5555555555555556,38,0.46,0,Middleweight,False
9709,Nick Catone,75,0.5905511811023622,53,0.51,0,Middleweight,False
9710,Aaron Riley,80,0.625,28,0.37,0,Lightweight,False
9711,Shane Nelson,154,0.652542372881356,50,0.4,0,Lightweight,False
9712,BJ Penn,90,0.6870229007633588,19,0.32,0,Lightweight,False
9713,Kenny Florian,151,0.798941798941799,57,0.6,0,Lightweight,False
9714,Kurt Pellegrino,65,0.7142857142857143,24,0.5,0,Lightweight,False
9715,Josh Neer,105,0.7094594594594594,21,0.43,0,Lightweight,False
9716,Anderson Silva,4,0.09302325581395349,3,0.07,0,Light Heavyweight,False
9717,Forrest Griffin,13,0.52,13,0.52,3,Light Heavyweight,True
9718,Johny Hendricks,2,0.2222222222222222,2,0.22,0,Welterweight,False
9719,Amir Sadollah,7,0.4666666666666667,7,0.46,1,Welterweight,True
9720,John Howard,44,0.5301204819277109,11,0.23,0,Welterweight,False
9721,Tamdan McCrory,58,0.7435897435897436,19,0.51,0,Welterweight,False
9722,Alessio Sakara,35,0.2916666666666667,22,0.21,0,Middleweight,False
9723,Thales Leites,25,0.2976190476190476,24,0.28,0,Middleweight,False
9724,Ricardo Almeida,85,0.6692913385826772,25,0.4,0,Middleweight,False
9725,Kendall Grove,70,0.6862745098039216,38,0.61,0,Middleweight,False
9726,Matthew Riddle,10,0.30303030303030304,5,0.17,0,Welterweight,False
9727,Dan Cramer,182,0.8198198198198198,47,0.7,0,Welterweight,False
9728,Jesse Lennox,46,0.3898305084745763,43,0.37,0,Welterweight,False
9729,Danillo Villefort,39,0.32231404958677684,37,0.32,0,Welterweight,True
9730,George Sotiropoulos,22,0.34375,5,0.1,0,Lightweight,False
9731,George Roop,30,0.5660377358490566,14,0.42,0,Lightweight,False
9732,Jim Miller,116,0.7388535031847133,20,0.35,0,Lightweight,False
9733,Mac Danzig,98,0.6242038216560509,37,0.4,0,Lightweight,False
9734,Jon Fitch,13,0.6190476190476191,5,0.45,0,Welterweight,False
9735,Paulo Thiago,127,0.8410596026490066,15,0.44,0,Welterweight,False
9736,Brock Lesnar,4,0.3333333333333333,4,0.33,0,Heavyweight,False
9737,Frank Mir,74,0.925,47,0.92,0,Heavyweight,True
9738,Mark Coleman,68,0.6601941747572816,26,0.43,0,Light Heavyweight,False
9739,Stephan Bonnar,59,0.7195121951219512,20,0.55,0,Light Heavyweight,False
9740,Georges St-Pierre,72,0.34951456310679613,30,0.18,0,Welterweight,False
9741,Thiago Alves,148,0.6577777777777778,59,0.46,1,Welterweight,False
9742,Yoshihiro Akiyama,76,0.48717948717948717,76,0.48,1,Middleweight,False
9743,Alan Belcher,70,0.4046242774566474,55,0.35,0,Middleweight,False
9744,Dan Henderson,22,0.2018348623853211,22,0.2,0,Middleweight,False
9745,Michael Bisping,29,0.29591836734693877,29,0.29,1,Middleweight,True
9746,Jon Jones,11,0.16176470588235295,11,0.16,0,Light Heavyweight,False
9747,Jake O'Brien,25,0.28735632183908044,25,0.28,0,Light Heavyweight,False
9748,Tom Lawlor,4,0.5,1,0.2,0,Middleweight,False
9749,CB Dollaway,0,0.0,0,0.0,0,Middleweight,False
9750,Dong Hyun Kim,33,0.5789473684210527,22,0.5,0,Welterweight,False
9751,TJ Grant,82,0.7008547008547008,29,0.49,0,Welterweight,False
9752,Shannon Gugerty,7,0.6363636363636364,4,0.5,0,Lightweight,False
9753,Matt Grice,7,0.35,1,0.1,0,Lightweight,False
9754,Diego Sanchez,57,0.43846153846153846,29,0.3,0,Lightweight,False
9755,Clay Guida,80,0.5128205128205128,68,0.47,1,Lightweight,False
9756,Ross Pearson,95,0.6985294117647058,46,0.53,0,,False
9757,Andre Winner,108,0.6585365853658537,74,0.57,0,,False
9758,Tomasz Drwal,3,0.5,3,0.5,0,Light Heavyweight,False
9759,Mike Ciesnolevicz,37,0.5138888888888888,27,0.44,1,Light Heavyweight,True
9760,Chris Lytle,75,0.3712871287128713,69,0.35,1,Welterweight,False
9761,Kevin Burns,108,0.4251968503937008,101,0.4,0,Welterweight,False
9762,Brad Blackburn,39,0.21081081081081082,39,0.21,0,Welterweight,False
9763,Edgar Garcia,66,0.4074074074074074,66,0.4,0,Welterweight,False
9764,Melvin Guillard,72,0.6260869565217392,14,0.28,0,Lightweight,False
9765,Gleison Tibau,19,0.3392857142857143,13,0.26,0,Lightweight,False
9766,Joe Stevenson,58,0.6744186046511628,6,0.2,0,Lightweight,False
9767,Nate Diaz,49,0.6901408450704225,27,0.57,0,Lightweight,False
9768,Nick Osipczak,10,0.4166666666666667,8,0.36,0,Welterweight,False
9769,Frank Lester,17,0.5151515151515151,14,0.46,0,Welterweight,False
9770,Jason Dent,24,0.38095238095238093,24,0.38,0,Lightweight,False
9771,Cameron Dollar,14,0.3888888888888889,14,0.38,0,Lightweight,False
9772,James Wilks,26,0.7428571428571429,13,0.61,0,,False
9773,DaMarques Johnson,33,0.7021276595744681,17,0.58,0,,False
9774,Mirko Filipovic,7,0.28,7,0.28,0,Heavyweight,False
9775,Mostapha Al-Turk,18,0.4864864864864865,16,0.45,1,Heavyweight,True
9776,Spencer Fisher,51,0.6623376623376623,24,0.51,0,Lightweight,False
9777,Caol Uno,77,0.77,62,0.72,0,Lightweight,False
9778,Rich Franklin,55,0.3503184713375796,38,0.27,0,Catch Weight,False
9779,Wanderlei Silva,67,0.40119760479041916,52,0.34,0,Catch Weight,False
9780,Dan Hardy,104,0.7819548872180451,19,0.46,0,Welterweight,False
9781,Marcus Davis,73,0.6697247706422018,28,0.45,1,Welterweight,False
9782,Mike Swick,29,0.6744186046511628,17,0.54,0,Welterweight,False
9783,Ben Saunders,75,0.6944444444444444,10,0.28,1,Welterweight,True
9784,Terry Etim,43,0.5,23,0.34,1,Lightweight,False
9785,Justin Buchholz,31,0.5740740740740741,27,0.54,0,Lightweight,False
9786,Dennis Siver,5,0.3125,5,0.31,0,Lightweight,False
9787,Dale Hartt,16,0.5161290322580645,8,0.34,0,Lightweight,False
9788,Cain Velasquez,42,0.75,21,0.61,0,Heavyweight,False
9789,Cheick Kongo,261,0.815625,29,0.54,0,Heavyweight,False
9790,Paul Kelly,42,0.711864406779661,14,0.5,0,Lightweight,False
9791,Rolando Delgado,90,0.6716417910447762,32,0.43,0,Lightweight,False
9792,John Hathaway,47,0.5,21,0.31,0,Welterweight,False
9793,Rick Story,102,0.6415094339622641,31,0.36,0,Welterweight,False
9794,Paul Taylor,19,0.475,18,0.46,0,Welterweight,False
9795,Peter Sobotta,80,0.5882352941176471,46,0.45,0,Welterweight,False
9796,Stefan Struve,36,0.4235294117647059,16,0.26,0,Heavyweight,False
9797,Denis Stojnic,37,0.8604651162790697,4,0.66,0,Heavyweight,False
9798,Brock Larson,3,0.5,1,0.25,0,Welterweight,False
9799,Mike Pyle,13,0.6842105263157895,4,0.4,0,Welterweight,False
9800,Tim Hague,3,0.2727272727272727,3,0.27,0,Heavyweight,False
9801,Pat Barry,2,0.25,0,0.0,0,Heavyweight,False
9802,Kyle Bradley,3,0.2727272727272727,3,0.27,0,Lightweight,False
9803,Phillipe Nover,7,0.6363636363636364,7,0.63,0,Lightweight,True
9804,Lyoto Machida,5,0.19230769230769232,4,0.16,0,Light Heavyweight,False
9805,Rashad Evans,37,0.6379310344827587,28,0.6,3,Light Heavyweight,True
9806,Frankie Edgar,30,0.14492753623188406,27,0.13,0,Lightweight,False
9807,Sean Sherk,76,0.39378238341968913,74,0.38,0,Lightweight,False
9808,Chael Sonnen,32,0.6956521739130435,9,0.42,0,Middleweight,False
9809,Dan Miller,133,0.8012048192771084,36,0.59,0,Middleweight,False
9810,Matt Hughes,36,0.5714285714285714,14,0.34,1,Welterweight,False
9811,Matt Serra,79,0.7452830188679245,34,0.58,0,Welterweight,False
9812,Drew McFedries,0,0,0,,0,Middleweight,False
9813,Xavier Foupa-Pokam,8,0.6666666666666666,8,0.66,2,Middleweight,True
9814,Krzysztof Soszynski,18,0.5294117647058824,17,0.51,0,Light Heavyweight,False
9815,Andre Gusmao,18,0.36,18,0.36,1,Light Heavyweight,True
9816,Yoshiyuki Yoshida,4,0.5714285714285714,2,0.4,0,Welterweight,False
9817,Brandon Wolff,4,0.6666666666666666,4,0.66,0,Welterweight,False
9818,George Roop,98,0.620253164556962,50,0.47,0,Lightweight,False
9819,David Kaplan,133,0.44039735099337746,62,0.27,0,Lightweight,False
9820,Cheick Kongo,9,0.45,9,0.45,0,Heavyweight,False
9821,Antoni Hardonk,80,0.6837606837606838,53,0.63,0,Heavyweight,True
9822,Luiz Cane,69,0.36507936507936506,69,0.36,0,Light Heavyweight,False
9823,Steve Cantwell,87,0.3901345291479821,87,0.39,0,Light Heavyweight,False
9824,Krzysztof Soszynski,14,0.5833333333333334,8,0.44,0,Light Heavyweight,False
9825,Brian Stann,10,0.5555555555555556,3,0.27,0,Light Heavyweight,False
9826,Denis Kang,32,0.5161290322580645,23,0.43,0,Middleweight,False
9827,Xavier Foupa-Pokam,103,0.7304964539007093,31,0.47,0,Middleweight,False
9828,Nate Quarry,3,0.6,1,1.0,0,Middleweight,False
9829,Jason MacDonald,29,0.6170212765957447,16,0.47,0,Middleweight,True
9830,Sam Stout,61,0.5126050420168067,46,0.44,0,Lightweight,False
9831,Matt Wiman,87,0.3972602739726027,62,0.33,1,Lightweight,False
9832,Mauricio Rua,8,0.21621621621621623,8,0.21,0,Light Heavyweight,False
9833,Chuck Liddell,25,0.7352941176470589,24,0.75,1,Light Heavyweight,True
9834,Anderson Silva,18,0.28125,10,0.18,0,Middleweight,False
9835,Thales Leites,106,0.6838709677419355,94,0.67,0,Middleweight,False
9836,Ed Herman,8,0.4444444444444444,6,0.37,0,Middleweight,False
9837,David Loiseau,189,0.9,71,0.84,0,Middleweight,False
9838,Mark Bocek,5,0.8333333333333334,4,0.8,0,Lightweight,False
9839,David Bielkheden,45,0.6617647058823529,20,0.46,0,Lightweight,False
9840,TJ Grant,53,0.5247524752475248,31,0.41,0,Welterweight,False
9841,Ryo Chonan,98,0.6577181208053692,34,0.44,0,Welterweight,False
9842,Eliot Marshall,36,0.24,34,0.22,0,Light Heavyweight,False
9843,Vinny Magalhaes,45,0.2727272727272727,44,0.26,0,Light Heavyweight,False
9844,Tim Credeur,37,0.6607142857142857,19,0.51,0,Middleweight,False
9845,Nick Catone,10,0.25,9,0.23,0,Middleweight,False
9846,Gleison Tibau,40,0.7017543859649122,23,0.57,0,Lightweight,False
9847,Jeremy Stephens,46,0.7076923076923077,7,0.35,0,Lightweight,False
9848,Tyson Griffin,29,0.2116788321167883,26,0.19,0,Lightweight,False
9849,Rafael Dos Anjos,101,0.4122448979591837,69,0.32,0,Lightweight,False
9850,Ricardo Almeida,52,0.7878787878787878,25,0.64,0,Middleweight,False
9851,Matt Horwich,79,0.7383177570093458,41,0.61,0,Middleweight,False
9852,Brock Larson,0,0.0,0,0.0,0,Welterweight,False
9853,Jesse Sanders,30,0.75,13,0.65,0,Welterweight,False
9854,Ryan Bader,20,0.36363636363636365,9,0.2,0,Light Heavyweight,False
9855,Carmelo Marrero,87,0.7131147540983607,24,0.42,0,Light Heavyweight,False
9856,Cole Miller,1,0.3333333333333333,1,0.33,0,Lightweight,False
9857,Junie Browning,5,0.2777777777777778,3,0.18,0,Lightweight,False
9858,Martin Kampmann,71,0.5725806451612904,35,0.4,0,Welterweight,False
9859,Carlos Condit,52,0.5714285714285714,26,0.42,0,Welterweight,False
9860,Rob Kimmons,12,0.6,4,0.33,0,Middleweight,False
9861,Joe Vedepo,13,0.6190476190476191,7,0.46,0,Middleweight,False
9862,Aaron Simpson,2,0.4,1,0.25,0,Middleweight,False
9863,Tim McKenzie,27,0.675,16,0.59,1,Middleweight,True
9864,Jorge Rivera,74,0.6727272727272727,35,0.5,0,Middleweight,False
9865,Nissen Osterneck,61,0.7176470588235294,29,0.6,1,Middleweight,False
9866,Gray Maynard,28,0.2692307692307692,25,0.25,0,Lightweight,False
9867,Jim Miller,59,0.5130434782608696,37,0.39,0,Lightweight,False
9868,Tamdan McCrory,15,0.75,0,0.0,0,Welterweight,False
9869,Ryan Madigan,20,0.6060606060606061,12,0.52,0,Welterweight,True
9870,Shane Carwin,7,0.7,5,0.62,0,Heavyweight,False
9871,Gabriel Gonzaga,4,0.4,4,0.4,1,Heavyweight,True
9872,Matt Brown,0,0.0,0,0.0,0,Welterweight,False
9873,Pete Sell,44,0.8627450980392157,24,0.77,2,Welterweight,True
9874,Matt Hamill,14,0.3783783783783784,14,0.37,0,Light Heavyweight,False
9875,Mark Munoz,40,0.625,23,0.48,1,Light Heavyweight,True
9876,Quinton Jackson,65,0.35135135135135137,64,0.34,0,Light Heavyweight,False
9877,Keith Jardine,80,0.45454545454545453,56,0.37,2,Light Heavyweight,False
9878,Kendall Grove,6,0.24,6,0.24,0,Middleweight,False
9879,Jason Day,11,0.4230769230769231,10,0.4,1,Middleweight,True
9880,Jason Brilz,31,0.44285714285714284,27,0.41,0,Light Heavyweight,False
9881,Tim Boetsch,107,0.5846994535519126,34,0.33,0,Light Heavyweight,False
9882,Shane Nelson,4,0.4444444444444444,4,0.44,0,Lightweight,False
9883,Aaron Riley,5,0.4166666666666667,5,0.41,1,Lightweight,True
9884,Brandon Vera,5,0.17857142857142858,5,0.17,0,Light Heavyweight,False
9885,Michael Patt,32,0.4266666666666667,32,0.42,2,Light Heavyweight,True
9886,Demian Maia,18,0.5294117647058824,8,0.33,0,Middleweight,False
9887,Chael Sonnen,6,0.35294117647058826,6,0.35,0,Middleweight,False
9888,Diego Sanchez,43,0.2925170068027211,41,0.28,0,Lightweight,False
9889,Joe Stevenson,91,0.47150259067357514,91,0.47,0,Lightweight,False
9890,Evan Dunham,14,0.7777777777777778,9,0.69,0,Lightweight,False
9891,Per Eklund,14,0.5,13,0.48,1,Lightweight,True
9892,Terry Etim,70,0.813953488372093,0,0.0,0,Lightweight,False
9893,Brian Cobb,19,0.4418604651162791,19,0.44,1,Lightweight,True
9894,Paulo Thiago,8,0.27586206896551724,8,0.27,0,Welterweight,False
9895,Josh Koscheck,7,0.2916666666666667,7,0.29,1,Welterweight,True
9896,Nate Marquardt,20,0.2564102564102564,16,0.21,0,Middleweight,False
9897,Wilson Gouveia,79,0.6929824561403509,67,0.65,1,Middleweight,True
9898,Junior Dos Santos,0,0.0,0,0.0,0,Heavyweight,False
9899,Stefan Struve,12,0.6666666666666666,12,0.66,2,Heavyweight,True
9900,Dan Hardy,2,0.2857142857142857,2,0.28,0,Welterweight,False
9901,Rory Markham,5,0.4166666666666667,5,0.41,1,Welterweight,True
9902,Mike Ciesnolevicz,2,0.3333333333333333,0,0.0,0,Heavyweight,False
9903,Neil Grove,0,0,0,,0,Heavyweight,False
9904,Paul Kelly,44,0.5,38,0.46,1,Welterweight,False
9905,Troy Mandaloniz,192,0.5871559633027523,71,0.37,0,Welterweight,False
9906,Joe Lauzon,25,0.5319148936170213,15,0.4,0,Lightweight,False
9907,Jeremy Stephens,32,0.8421052631578947,11,0.64,0,Lightweight,False
9908,Cain Velasquez,8,0.1951219512195122,7,0.17,0,Heavyweight,False
9909,Denis Stojnic,124,0.6775956284153005,88,0.62,0,Heavyweight,True
9910,Matt Veach,51,0.7083333333333334,29,0.6,1,Lightweight,False
9911,Matt Grice,22,0.55,12,0.41,1,Lightweight,True
9912,Josh Neer,62,0.62,33,0.5,1,Lightweight,False
9913,Mac Danzig,68,0.5714285714285714,46,0.47,0,Lightweight,False
9914,Anthony Johnson,13,0.5416666666666666,12,0.52,0,Welterweight,False
9915,Luigi Fioravanti,32,0.5161290322580645,21,0.44,1,Welterweight,True
9916,Dan Miller,5,0.7142857142857143,2,0.5,0,Middleweight,False
9917,Jake Rosholt,4,0.5,2,0.33,0,Middleweight,False
9918,Kurt Pellegrino,24,0.3,21,0.27,0,Lightweight,False
9919,Rob Emerson,27,0.391304347826087,16,0.27,0,Lightweight,False
9920,Gleison Tibau,2,0.2,1,0.11,0,Lightweight,False
9921,Rich Clementi,22,0.8461538461538461,7,0.7,0,Lightweight,False
9922,Nick Catone,2,1.0,2,1.0,0,Middleweight,False
9923,Derek Downey,62,0.9253731343283582,21,0.87,0,Middleweight,False
9924,Matthew Riddle,40,0.7547169811320755,22,0.62,0,Welterweight,False
9925,Steve Bruno,276,0.8598130841121495,48,0.59,0,Welterweight,False
9926,Thiago Tavares,66,0.5116279069767442,26,0.3,0,Lightweight,False
9927,Manvel Gamburyan,70,0.6086956521739131,27,0.42,0,Lightweight,False
9928,Clay Guida,70,0.4430379746835443,49,0.36,0,Lightweight,False
9929,Nate Diaz,75,0.5905511811023622,49,0.49,0,Lightweight,False
9930,Jon Jones,74,0.6491228070175439,37,0.48,0,Light Heavyweight,False
9931,Stephan Bonnar,70,0.7865168539325843,45,0.72,1,Light Heavyweight,False
9932,Georges St-Pierre,63,0.7411764705882353,16,0.43,0,Welterweight,False
9933,BJ Penn,310,0.8659217877094972,92,0.75,0,Welterweight,True
9934,Lyoto Machida,19,0.6785714285714286,2,0.2,0,Light Heavyweight,False
9935,Thiago Silva,32,0.6666666666666666,24,0.6,2,Light Heavyweight,True
9936,Jon Fitch,18,0.5625,7,0.35,0,Welterweight,False
9937,Akihiro Gono,174,0.75,40,0.57,0,Welterweight,False
9938,John Howard,67,0.6261682242990654,45,0.54,0,Welterweight,False
9939,Chris Wilson,80,0.7547169811320755,21,0.51,0,Welterweight,False
9940,Karo Parisyan,47,0.734375,19,0.54,0,Welterweight,False
9941,Dong Hyun Kim,46,0.6571428571428571,24,0.51,0,Welterweight,False
9942,Jake O'Brien,67,0.335,46,0.25,0,Light Heavyweight,False
9943,Christian Wellisch,61,0.5,25,0.29,1,Light Heavyweight,False
9944,Dan Cramer,148,0.9024390243902439,16,0.64,0,Welterweight,False
9945,Matt Arroyo,38,0.4222222222222222,24,0.35,0,Welterweight,False
9946,Marcus Davis,91,0.4212962962962963,73,0.36,0,Welterweight,False
9947,Chris Lytle,73,0.40555555555555556,59,0.35,0,Welterweight,False
9948,John Hathaway,15,0.9375,0,0.0,0,Welterweight,False
9949,Tom Egan,41,0.6721311475409836,18,0.5,0,Welterweight,True
9950,Dan Henderson,47,0.44339622641509435,39,0.4,0,Light Heavyweight,False
9951,Rich Franklin,43,0.4479166666666667,36,0.4,0,Light Heavyweight,False
9952,Mauricio Rua,71,0.6283185840707964,31,0.44,0,Light Heavyweight,False
9953,Mark Coleman,106,0.7162162162162162,62,0.6,2,Light Heavyweight,True
9954,Eric Schafer,9,0.8181818181818182,3,0.6,0,Light Heavyweight,False
9955,Antonio Mendes,59,0.8805970149253731,22,0.73,0,Light Heavyweight,True
9956,Martin Kampmann,13,0.52,8,0.4,0,Welterweight,False
9957,Alexandre Barros,51,0.7183098591549296,33,0.63,1,Welterweight,True
9958,Rousimar Palhares,22,0.43137254901960786,7,0.19,0,Middleweight,False
9959,Jeremy Horn,124,0.7380952380952381,18,0.51,0,Middleweight,False
9960,Alan Belcher,54,0.6352941176470588,26,0.47,0,Middleweight,False
9961,Denis Kang,9,0.32142857142857145,9,0.32,0,Middleweight,False
