,name,strikes_taken,percent_strikes_taken,sig_strikes_taken,percent_sig_strikes_taken,times_knocked_down,weight_class,was_kod_tkod
9962,Tomasz Drwal,4,0.3076923076923077,3,0.27,0,Light Heavyweight,False
9963,Ivan Serati,16,0.6666666666666666,14,0.63,0,Light Heavyweight,True
9964,Dennis Siver,68,0.544,48,0.47,0,Lightweight,False
9965,Nate Mohr,57,0.285,48,0.25,1,Lightweight,True
9966,Rashad Evans,51,0.33774834437086093,50,0.33,0,Light Heavyweight,False
9967,Forrest Griffin,51,0.4857142857142857,49,0.47,0,Light Heavyweight,True
9968,Yushin Okami,17,0.3269230769230769,6,0.15,0,Middleweight,False
9969,Dean Lister,77,0.6581196581196581,39,0.5,0,Middleweight,False
9970,Cheick Kongo,7,0.5833333333333334,4,0.44,0,Heavyweight,False
9971,Mostapha Al-Turk,73,0.8690476190476191,34,0.77,1,Heavyweight,True
9972,Antoni Hardonk,45,0.7758620689655172,13,0.56,0,Heavyweight,False
9973,Mike Wessel,56,0.8,46,0.77,0,Heavyweight,True
9974,Matt Hamill,38,0.4935064935064935,34,0.46,0,Light Heavyweight,False
9975,Reese Andy,63,0.44680851063829785,40,0.34,0,Light Heavyweight,True
9976,Quinton Jackson,7,0.2692307692307692,7,0.26,0,Light Heavyweight,False
9977,Wanderlei Silva,11,0.55,11,0.55,1,Light Heavyweight,True
9978,Frank Mir,15,0.3488372093023256,10,0.26,0,Heavyweight,False
9979,Antonio Rodrigo Nogueira,40,0.37735849056603776,37,0.36,3,Heavyweight,True
9980,CB Dollaway,8,0.6666666666666666,3,0.5,1,Middleweight,False
9981,Mike Massenzio,29,0.725,9,0.47,0,Middleweight,True
9982,Brad Blackburn,65,0.3551912568306011,63,0.34,0,Welterweight,False
9983,Ryo Chonan,84,0.27906976744186046,79,0.26,1,Welterweight,False
9984,Pat Barry,0,0.0,0,0.0,0,Heavyweight,False
9985,Dan Evensen,6,0.46153846153846156,6,0.46,0,Heavyweight,True
9986,Wilson Gouveia,9,0.5625,6,0.46,0,Middleweight,False
9987,Jason MacDonald,24,0.6153846153846154,18,0.64,1,Middleweight,True
9988,Junie Browning,14,0.4375,12,0.41,0,Lightweight,False
9989,David Kaplan,38,0.5352112676056338,31,0.49,0,Lightweight,False
9990,Anthony Johnson,39,0.582089552238806,17,0.37,0,Welterweight,False
9991,Kevin Burns,109,0.7364864864864865,35,0.54,1,Welterweight,True
9992,Krzysztof Soszynski,12,0.3870967741935484,7,0.26,0,Light Heavyweight,False
9993,Shane Primm,38,0.5507246376811594,19,0.38,0,Light Heavyweight,False
9994,Tom Lawlor,101,0.8706896551724138,10,0.45,0,Light Heavyweight,False
9995,Kyle Kingsbury,70,0.8536585365853658,14,0.63,0,Light Heavyweight,False
9996,Efrain Escudero,95,0.7196969696969697,20,0.36,0,,False
9997,Phillipe Nover,81,0.7788461538461539,27,0.6,0,,False
9998,Ryan Bader,4,0.2,4,0.2,0,,False
9999,Vinny Magalhaes,15,0.5,15,0.5,1,,True
10000,Eliot Marshall,3,0.75,1,0.5,0,Light Heavyweight,False
10001,Jules Bruchez,13,0.65,8,0.53,0,Light Heavyweight,False
10002,Shane Nelson,93,0.6078431372549019,21,0.28,0,Lightweight,False
10003,George Roop,69,0.7263157894736842,10,0.31,0,Lightweight,False
10004,Rolando Delgado,4,0.14285714285714285,1,0.04,0,Lightweight,False
10005,John Polakowski,44,0.7457627118644068,15,0.55,1,Lightweight,False
10006,Ben Saunders,4,0.8,0,0.0,0,Welterweight,False
10007,Brandon Wolff,49,0.8448275862068966,42,0.82,1,Welterweight,True
10008,Steve Cantwell,15,0.25862068965517243,13,0.23,0,Light Heavyweight,False
10009,Razak Al-Hassan,19,0.5757575757575758,15,0.51,0,Light Heavyweight,False
10010,Jim Miller,34,0.4657534246575342,20,0.35,0,Lightweight,False
10011,Matt Wiman,110,0.5699481865284974,61,0.44,0,Lightweight,False
10012,Steve Bruno,49,0.7538461538461538,36,0.69,0,Welterweight,False
10013,Johnny Rees,37,0.7872340425531915,10,0.55,0,Welterweight,False
10014,Josh Koscheck,6,0.35294117647058826,6,0.35,0,Welterweight,False
10015,Yoshiyuki Yoshida,6,0.375,6,0.37,1,Welterweight,True
10016,Tim Credeur,28,0.4307692307692308,25,0.4,0,Middleweight,False
10017,Nate Loughran,60,0.42857142857142855,52,0.39,0,Middleweight,True
10018,Luigi Fioravanti,14,0.42424242424242425,10,0.34,0,Welterweight,False
10019,Brodie Farber,100,0.7194244604316546,30,0.54,0,Welterweight,False
10020,Mike Swick,1,0.3333333333333333,1,0.33,0,Welterweight,False
10021,Jonathan Goulet,16,0.9411764705882353,7,0.87,1,Welterweight,True
10022,Dale Hartt,20,0.5405405405405406,8,0.32,0,Lightweight,False
10023,Corey Hill,12,0.5454545454545454,8,0.44,0,Lightweight,True
10024,Justin McCully,94,0.5987261146496815,42,0.42,1,Heavyweight,False
10025,Eddie Sanchez,114,0.6993865030674846,40,0.45,1,Heavyweight,False
10026,Brock Lesnar,17,0.68,11,0.57,0,Heavyweight,False
10027,Randy Couture,68,0.8607594936708861,31,0.73,1,Heavyweight,True
10028,Dustin Hazelett,15,0.5357142857142857,15,0.53,0,Welterweight,False
10029,Tamdan McCrory,13,0.5416666666666666,10,0.47,0,Welterweight,False
10030,Kenny Florian,9,0.42857142857142855,6,0.33,0,Lightweight,False
10031,Joe Stevenson,24,0.5454545454545454,17,0.45,0,Lightweight,False
10032,Demian Maia,8,1.0,0,,0,Middleweight,False
10033,Nate Quarry,22,0.6875,2,0.5,0,Middleweight,False
10034,Jeremy Stephens,37,0.7708333333333334,9,0.5,0,Lightweight,False
10035,Rafael Dos Anjos,33,0.55,22,0.47,1,Lightweight,True
10036,Gabriel Gonzaga,6,0.6,1,0.2,0,Heavyweight,False
10037,Josh Hendricks,12,0.7058823529411765,12,0.7,1,Heavyweight,True
10038,Aaron Riley,91,0.41363636363636364,70,0.35,0,Lightweight,False
10039,Jorge Gurgel,133,0.5095785440613027,98,0.44,0,Lightweight,False
10040,Mark Bocek,41,0.7735849056603774,5,0.35,0,Lightweight,False
10041,Alvin Robinson,118,0.7763157894736842,21,0.47,0,Lightweight,False
10042,Matt Brown,76,0.8941176470588236,15,0.68,0,Welterweight,False
10043,Ryan Thomas,20,0.6666666666666666,15,0.65,0,Welterweight,False
10044,Junior Dos Santos,6,1.0,6,1.0,0,Heavyweight,False
10045,Fabricio Werdum,7,0.6363636363636364,7,0.63,1,Heavyweight,True
10046,Sean Sherk,102,0.3805970149253731,74,0.3,0,Lightweight,False
10047,Tyson Griffin,103,0.39015151515151514,92,0.36,0,Lightweight,False
10048,Thales Leites,1,0.5,1,0.5,0,Middleweight,False
10049,Drew McFedries,4,1.0,0,,0,Middleweight,False
10050,Gray Maynard,20,0.3508771929824561,7,0.16,0,Lightweight,False
10051,Rich Clementi,66,0.5945945945945946,22,0.36,0,Lightweight,False
10052,Dan Miller,62,0.8732394366197183,15,0.62,0,Middleweight,False
10053,Matt Horwich,142,0.8606060606060606,31,0.63,0,Middleweight,False
10054,Anderson Silva,18,0.35294117647058826,16,0.32,0,Middleweight,False
10055,Patrick Cote,32,0.6956521739130435,29,0.72,0,Middleweight,True
10056,Spencer Fisher,54,0.7397260273972602,28,0.6,0,Lightweight,False
10057,Shannon Gugerty,76,0.7524752475247525,30,0.55,1,Lightweight,False
10058,Thiago Alves,46,0.34074074074074073,39,0.3,0,Welterweight,False
10059,Josh Koscheck,87,0.4627659574468085,80,0.44,2,Welterweight,False
10060,Pete Sell,58,0.4793388429752066,50,0.44,0,Welterweight,False
10061,Joshua Burkman,88,0.6027397260273972,65,0.52,0,Welterweight,False
10062,Hermes Franca,55,0.4583333333333333,40,0.38,0,Lightweight,False
10063,Marcus Aurelio,65,0.5118110236220472,60,0.49,0,Lightweight,False
10064,Dan Hardy,58,0.5321100917431193,56,0.52,0,Welterweight,False
10065,Akihiro Gono,61,0.32105263157894737,57,0.3,0,Welterweight,False
10066,Luiz Cane,28,0.34146341463414637,28,0.34,0,Light Heavyweight,False
10067,Rameau Thierry Sokoudjou,41,0.5256410256410257,41,0.52,1,Light Heavyweight,True
10068,Shane Carwin,8,0.6666666666666666,4,0.5,0,Heavyweight,False
10069,Neil Wain,23,0.696969696969697,13,0.56,0,Heavyweight,True
10070,Chris Lytle,133,0.6363636363636364,85,0.53,0,Welterweight,False
10071,Paul Taylor,212,0.6973684210526315,102,0.52,0,Welterweight,False
10072,Marcus Davis,3,0.05357142857142857,3,0.05,0,Welterweight,False
10073,Paul Kelly,36,0.4864864864864865,25,0.39,0,Welterweight,False
10074,Michael Bisping,62,0.3522727272727273,51,0.31,0,Middleweight,False
10075,Chris Leben,77,0.46107784431137727,70,0.43,0,Middleweight,False
10076,David Bielkheden,58,0.8055555555555556,12,0.48,0,Lightweight,False
10077,Jess Liaudin,86,0.8269230769230769,36,0.67,0,Lightweight,False
10078,Keith Jardine,57,0.6,48,0.55,1,Light Heavyweight,False
10079,Brandon Vera,59,0.42142857142857143,50,0.38,1,Light Heavyweight,False
10080,Terry Etim,56,0.19377162629757785,55,0.19,0,Lightweight,False
10081,Sam Stout,69,0.359375,69,0.35,0,Lightweight,False
10082,Per Eklund,28,0.45161290322580644,23,0.41,0,Lightweight,False
10083,Samy Schiavo,92,0.8846153846153846,31,0.73,0,Lightweight,False
10084,Jim Miller,22,0.7096774193548387,7,0.43,0,Lightweight,False
10085,David Baron,46,0.71875,15,0.53,0,Lightweight,False
10086,Alan Belcher,86,0.49142857142857144,43,0.33,0,Middleweight,False
10087,Ed Herman,67,0.6504854368932039,54,0.6,0,Middleweight,False
10088,Nate Diaz,48,0.6486486486486487,26,0.52,0,Lightweight,False
10089,Josh Neer,114,0.7261146496815286,40,0.55,0,Lightweight,False
10090,Clay Guida,64,0.460431654676259,36,0.33,0,Lightweight,False
10091,Mac Danzig,67,0.5037593984962406,43,0.4,0,Lightweight,False
10092,Alessio Sakara,8,0.8,7,0.77,0,Middleweight,False
10093,Joe Vedepo,7,0.7,7,0.7,1,Middleweight,True
10094,Joe Lauzon,19,0.3877551020408163,18,0.37,0,Lightweight,False
10095,Kyle Bradley,30,0.4838709677419355,23,0.42,0,Lightweight,True
10096,Jason Brilz,4,1.0,4,1.0,0,Light Heavyweight,False
10097,Brad Morris,96,0.8888888888888888,34,0.8,0,Light Heavyweight,True
10098,Wilson Gouveia,45,0.5,30,0.41,0,Middleweight,False
10099,Ryan Jensen,8,0.42105263157894735,8,0.42,0,Middleweight,False
10100,Eric Schafer,22,0.7096774193548387,12,0.57,0,Light Heavyweight,False
10101,Houston Alexander,53,0.7681159420289855,24,0.63,0,Light Heavyweight,False
10102,Mike Massenzio,9,0.9,3,0.75,0,Middleweight,False
10103,Drew McFedries,7,0.7,0,,0,Middleweight,False
10104,Dan Miller,1,0.5,0,0.0,0,Middleweight,False
10105,Rob Kimmons,8,0.7272727272727273,0,0.0,0,Middleweight,False
10106,Tim Boetsch,11,0.4782608695652174,9,0.42,0,Light Heavyweight,False
10107,Michael Patt,18,0.5294117647058824,15,0.48,1,Light Heavyweight,True
10108,Rashad Evans,10,0.2,10,0.2,0,Light Heavyweight,False
10109,Chuck Liddell,13,0.37142857142857144,13,0.37,1,Light Heavyweight,True
10110,Jason MacDonald,2,0.3333333333333333,1,0.2,0,Middleweight,False
10111,Jason Lambert,59,0.7972972972972973,10,0.55,0,Middleweight,False
10112,Dong Hyun Kim,91,0.7222222222222222,48,0.6,0,Welterweight,False
10113,Matt Brown,18,0.5,12,0.42,0,Welterweight,False
10114,Rich Franklin,17,0.27419354838709675,13,0.22,0,Light Heavyweight,False
10115,Matt Hamill,71,0.5220588235294118,71,0.52,1,Light Heavyweight,True
10116,Kurt Pellegrino,86,0.589041095890411,18,0.25,0,Lightweight,False
10117,Thiago Tavares,100,0.7246376811594203,61,0.62,2,Lightweight,False
10118,Nate Marquardt,2,0.25,1,0.14,0,Middleweight,False
10119,Martin Kampmann,27,0.6585365853658537,22,0.61,1,Middleweight,True
10120,Dan Henderson,29,0.4461538461538462,27,0.42,0,Middleweight,False
10121,Rousimar Palhares,49,0.550561797752809,42,0.51,1,Middleweight,False
10122,Ryo Chonan,68,0.7391304347826086,18,0.47,0,Welterweight,False
10123,Roan Carneiro,72,0.6486486486486487,23,0.39,0,Welterweight,False
10124,Rob Emerson,0,0.0,0,0.0,0,Lightweight,False
10125,Manvel Gamburyan,3,1.0,3,1.0,1,Lightweight,True
10126,Demian Maia,36,0.8,7,0.46,0,Middleweight,False
10127,Jason MacDonald,103,0.7103448275862069,30,0.5,0,Middleweight,False
10128,Jon Jones,46,0.46938775510204084,34,0.4,0,Light Heavyweight,False
10129,Andre Gusmao,68,0.5271317829457365,42,0.41,0,Light Heavyweight,False
10130,Kenny Florian,60,0.45454545454545453,33,0.32,0,Lightweight,False
10131,Roger Huerta,65,0.5752212389380531,51,0.51,0,Lightweight,False
10132,Tamdan McCrory,42,0.6885245901639344,11,0.44,0,Welterweight,False
10133,Luke Cummo,44,0.6875,26,0.59,0,Welterweight,False
10134,Brock Lesnar,41,0.7454545454545455,9,0.42,0,Heavyweight,False
10135,Heath Herring,96,0.897196261682243,45,0.86,1,Heavyweight,False
10136,Georges St-Pierre,96,0.49740932642487046,37,0.28,0,Welterweight,False
10137,Jon Fitch,203,0.66996699669967,131,0.57,3,Welterweight,False
10138,Cheick Kongo,3,0.3,2,0.22,0,Heavyweight,False
10139,Dan Evensen,38,0.76,23,0.67,1,Heavyweight,True
10140,Ben Saunders,32,0.41025641025641024,12,0.22,0,Welterweight,False
10141,Ryan Thomas,56,0.7567567567567568,41,0.7,1,Welterweight,False
10142,Chris Wilson,8,0.38095238095238093,5,0.27,0,Welterweight,False
10143,Steve Bruno,111,0.7816901408450704,47,0.65,3,Welterweight,False
10144,Brandon Vera,95,0.8050847457627118,30,0.56,0,Light Heavyweight,False
10145,Reese Andy,51,0.5730337078651685,38,0.51,0,Light Heavyweight,False
10146,Anderson Silva,0,0.0,0,0.0,0,Light Heavyweight,False
10147,James Irvin,13,1.0,13,1.0,1,Light Heavyweight,True
10148,Cain Velasquez,1,1.0,1,1.0,0,Heavyweight,False
10149,Jake O'Brien,79,0.9518072289156626,24,0.92,0,Heavyweight,True
10150,Tim Credeur,6,0.2727272727272727,6,0.27,0,Middleweight,False
10151,Cale Yarbrough,19,0.27941176470588236,19,0.27,1,Middleweight,True
10152,Rory Markham,18,0.5625,18,0.56,0,Welterweight,False
10153,Brodie Farber,6,0.2727272727272727,6,0.27,1,Welterweight,True
10154,CB Dollaway,25,0.625,4,0.3,0,Middleweight,False
10155,Jesse Taylor,9,0.75,4,0.57,0,Middleweight,False
10156,Frankie Edgar,63,0.6702127659574468,18,0.47,0,Lightweight,False
10157,Hermes Franca,124,0.7251461988304093,69,0.61,0,Lightweight,False
10158,Nate Loughran,10,0.5263157894736842,7,0.46,0,Middleweight,False
10159,Johnny Rees,10,0.8333333333333334,1,0.33,0,Middleweight,False
10160,Kevin Burns,106,0.6751592356687898,51,0.52,0,Welterweight,False
10161,Anthony Johnson,93,0.6642857142857143,37,0.44,0,Welterweight,True
10162,Shannon Gugerty,2,0.2857142857142857,1,0.16,0,Lightweight,False
10163,Dale Hartt,16,0.6956521739130435,3,0.37,0,Lightweight,False
10164,Brad Blackburn,14,0.3684210526315789,9,0.27,0,Welterweight,False
10165,James Giboo,84,0.7,53,0.6,4,Welterweight,True
10166,Joe Stevenson,28,0.5833333333333334,4,0.16,0,Lightweight,False
10167,Gleison Tibau,13,0.4642857142857143,12,0.44,1,Lightweight,False
10168,Patrick Cote,36,0.5,26,0.41,0,Middleweight,False
10169,Ricardo Almeida,39,0.4875,24,0.37,0,Middleweight,False
10170,Melvin Guillard,0,0.0,0,0.0,0,Lightweight,False
10171,Dennis Siver,10,0.6666666666666666,10,0.66,2,Lightweight,True
10172,Cole Miller,76,0.5033112582781457,54,0.42,0,Lightweight,False
10173,Jorge Gurgel,59,0.3710691823899371,41,0.29,0,Lightweight,False
10174,Forrest Griffin,73,0.44785276073619634,50,0.36,1,Light Heavyweight,False
10175,Quinton Jackson,113,0.34662576687116564,77,0.27,0,Light Heavyweight,False
10176,Tyson Griffin,41,0.4019607843137255,20,0.25,0,Lightweight,False
10177,Marcus Aurelio,144,0.6343612334801763,92,0.52,0,Lightweight,False
10178,Josh Koscheck,43,0.46236559139784944,16,0.24,0,Welterweight,False
10179,Chris Lytle,103,0.824,38,0.65,0,Welterweight,False
10180,Gabriel Gonzaga,2,0.2222222222222222,2,0.22,0,Heavyweight,False
10181,Justin McCully,16,0.8421052631578947,6,0.75,0,Heavyweight,False
10182,Justin Buchholz,44,0.4489795918367347,34,0.38,0,Lightweight,False
10183,Corey Hill,40,0.4166666666666667,24,0.3,0,Lightweight,False
10184,Dustin Hazelett,44,0.6285714285714286,34,0.56,0,Welterweight,False
10185,Joshua Burkman,15,0.3333333333333333,13,0.3,0,Welterweight,False
10186,Matt Brown,34,0.4473684210526316,26,0.4,0,Welterweight,False
10187,Matt Arroyo,53,0.5578947368421052,32,0.49,0,Welterweight,True
10188,Kendall Grove,35,0.6140350877192983,27,0.57,0,Middleweight,False
10189,Evan Tanner,90,0.7086614173228346,59,0.61,0,Middleweight,False
10190,Diego Sanchez,30,0.3614457831325301,27,0.33,0,Welterweight,False
10191,Luigi Fioravanti,56,0.4628099173553719,51,0.43,2,Welterweight,True
10192,Matthew Riddle,64,0.6736842105263158,34,0.53,0,Middleweight,False
10193,Dante Rivera,129,0.8543046357615894,60,0.75,0,Middleweight,False
10194,Amir Sadollah,11,0.5,6,0.37,0,,False
10195,CB Dollaway,5,0.625,2,0.4,0,,False
10196,Spencer Fisher,63,0.6494845360824743,23,0.41,0,Lightweight,False
10197,Jeremy Stephens,132,0.6567164179104478,56,0.53,0,Lightweight,False
10198,Drew McFedries,7,0.7,3,0.5,0,Middleweight,False
10199,Marvin Eastman,22,0.6285714285714286,19,0.59,1,Middleweight,True
10200,Dean Lister,15,0.36585365853658536,2,0.07,0,Middleweight,False
10201,Jeremy Horn,9,0.36,6,0.27,0,Middleweight,False
10202,Rob Kimmons,45,0.9782608695652174,5,0.83,0,Middleweight,False
10203,Rob Yundt,25,0.8620689655172413,9,0.69,0,Middleweight,False
10204,Martin Kampmann,3,0.42857142857142855,2,0.33,0,Middleweight,False
10205,Jorge Rivera,17,0.7083333333333334,4,0.44,0,Middleweight,False
10206,Mike Swick,82,0.7663551401869159,31,0.56,0,Welterweight,False
10207,Marcus Davis,71,0.5419847328244275,32,0.37,0,Welterweight,False
10208,Michael Bisping,8,0.6153846153846154,7,0.58,0,Middleweight,False
10209,Jason Day,40,0.6557377049180327,25,0.58,0,Middleweight,True
10210,Fabricio Werdum,20,0.7407407407407407,15,0.68,0,Heavyweight,False
10211,Brandon Vera,23,0.46,15,0.41,0,Heavyweight,True
10212,Matt Wiman,39,0.5064935064935064,13,0.37,0,Lightweight,False
10213,Thiago Tavares,54,0.7397260273972602,18,0.52,1,Lightweight,True
10214,Thiago Alves,18,0.8181818181818182,9,0.69,0,Welterweight,False
10215,Matt Hughes,24,0.7741935483870968,10,0.62,1,Welterweight,True
10216,Thales Leites,49,0.5568181818181818,35,0.48,0,Middleweight,False
10217,Nate Marquardt,33,0.5,13,0.28,1,Middleweight,False
10218,Kevin Burns,36,0.631578947368421,12,0.4,0,Welterweight,False
10219,Roan Carneiro,55,0.9016393442622951,8,0.61,0,Welterweight,False
10220,Luiz Cane,13,0.4642857142857143,8,0.34,0,Light Heavyweight,False
10221,Jason Lambert,28,0.6829268292682927,15,0.53,3,Light Heavyweight,True
10222,Paul Taylor,57,0.6063829787234043,35,0.5,0,Welterweight,False
10223,Jess Liaudin,134,0.7444444444444445,45,0.52,1,Welterweight,False
10224,Antoni Hardonk,67,0.6090909090909091,33,0.49,2,Heavyweight,False
10225,Eddie Sanchez,51,0.6538461538461539,48,0.64,1,Heavyweight,True
10226,Rich Clementi,30,0.4166666666666667,23,0.37,1,Lightweight,False
10227,Terry Etim,171,0.7008196721311475,20,0.42,0,Lightweight,False
10228,Wanderlei Silva,1,0.25,1,0.25,0,Light Heavyweight,False
10229,Keith Jardine,11,0.6111111111111112,11,0.61,2,Light Heavyweight,True
10230,Rousimar Palhares,1,1.0,1,1.0,0,Middleweight,False
10231,Ivan Salaverry,2,1.0,0,,0,Middleweight,False
10232,Rameau Thierry Sokoudjou,6,0.2608695652173913,6,0.26,0,Light Heavyweight,False
10233,Kazuhiro Nakamura,29,0.5918367346938775,26,0.56,1,Light Heavyweight,True
10234,BJ Penn,52,0.3076923076923077,46,0.28,0,Lightweight,False
10235,Sean Sherk,130,0.7103825136612022,122,0.69,1,Lightweight,True
10236,Lyoto Machida,39,0.5131578947368421,16,0.3,0,Light Heavyweight,False
10237,Tito Ortiz,67,0.7701149425287356,41,0.68,1,Light Heavyweight,False
10238,Goran Reljic,38,0.48717948717948717,33,0.45,1,Light Heavyweight,False
10239,Wilson Gouveia,39,0.527027027027027,33,0.52,1,Light Heavyweight,True
10240,Thiago Silva,8,0.5333333333333333,5,0.41,1,Light Heavyweight,False
10241,Antonio Mendes,20,0.8333333333333334,19,0.82,0,Light Heavyweight,True
10242,Yoshiyuki Yoshida,2,0.6666666666666666,1,0.5,0,Welterweight,False
10243,War Machine,1,0.3333333333333333,1,0.33,0,Welterweight,False
10244,Dong Hyun Kim,20,0.625,2,0.14,0,Welterweight,False
10245,Jason Tan,159,0.9085714285714286,77,0.83,0,Welterweight,True
10246,Shane Carwin,2,0.18181818181818182,2,0.18,0,Heavyweight,False
10247,Christian Wellisch,5,0.35714285714285715,5,0.35,1,Heavyweight,True
10248,Jason Day,6,0.5454545454545454,3,0.37,0,Middleweight,False
10249,Alan Belcher,67,0.8170731707317073,29,0.67,0,Middleweight,True
10250,Georges St-Pierre,10,0.4,3,0.16,0,Welterweight,False
10251,Matt Serra,129,0.9020979020979021,42,0.77,0,Welterweight,True
10252,Mac Danzig,27,0.32926829268292684,22,0.28,0,Lightweight,False
10253,Mark Bocek,148,0.7789473684210526,46,0.52,1,Lightweight,False
10254,Michael Bisping,2,0.15384615384615385,1,0.08,0,Middleweight,False
10255,Charles McCarthy,49,0.47572815533980584,39,0.43,1,Middleweight,True
10256,Rich Franklin,9,0.5,1,0.11,0,Middleweight,False
10257,Travis Lutter,56,0.7466666666666667,28,0.65,1,Middleweight,True
10258,Demian Maia,44,0.7096774193548387,15,0.46,0,Middleweight,False
10259,Ed Herman,35,0.7608695652173914,15,0.71,0,Middleweight,False
10260,Jason MacDonald,11,0.8461538461538461,4,0.66,0,Middleweight,False
10261,Joe Doerksen,25,0.8620689655172413,13,0.76,0,Middleweight,True
10262,Nate Quarry,12,0.22641509433962265,12,0.22,0,Middleweight,False
10263,Kalib Starnes,84,0.5121951219512195,84,0.51,0,Middleweight,False
10264,Cain Velasquez,1,0.25,1,0.25,0,Heavyweight,False
10265,Brad Morris,62,0.7469879518072289,36,0.65,3,Heavyweight,True
10266,Rich Clementi,53,0.292817679558011,48,0.27,0,Lightweight,False
10267,Sam Stout,69,0.5227272727272727,40,0.39,0,Lightweight,False
10268,Jonathan Goulet,23,0.4423076923076923,21,0.42,1,Welterweight,False
10269,Kuniyoshi Hironaka,34,0.41975308641975306,31,0.39,2,Welterweight,True
10270,Matt Hamill,23,0.36507936507936506,18,0.31,0,Light Heavyweight,False
10271,Tim Boetsch,53,0.5520833333333334,31,0.43,0,Light Heavyweight,True
